
"[run number]","flock-behavior","movement-decrease","[step]","count turtles with [friends-score = 0]","count turtles with [lonely? = true]","mean [link-weight] of turtles","mean [friends-score] of turtles","standard-deviation [link-weight] of turtles","standard-deviation [friends-score] of turtles"
"303","true","true","2000","3","14","147.83795709721443","3.12","86.7361287247038","1.144920684368126"
"302","true","true","2000","2","19","157.9263362130549","3.16","90.90883922755704","1.1470233871209463"
"305","true","true","2000","1","10","151.14508403904412","3.104","75.33921854677651","1.1288406107586637"
"307","true","true","2000","1","21","155.90799871849407","3.152","93.97334754724467","1.1893503339502074"
"306","true","true","2000","0","18","146.34250110001355","3.16","87.4845104756929","1.0747186051805766"
"308","true","true","2000","0","10","158.6338549894279","3.16","89.76436554931864","1.093243213055341"
"304","true","true","2000","0","14","145.19031657475747","3.12","78.24418936946779","1.057389374429602"
"309","true","true","2000","0","20","170.79798771387175","3.272","100.4553534915796","1.2049163013141992"
"310","true","true","2000","1","19","144.9083867251136","3.2","88.06161400869102","1.1193802071650043"
"311","true","true","2000","2","20","144.58975004239372","3.16","82.905990677701","1.0969105940803117"
"313","true","true","2000","0","10","157.1090549219616","3.128","82.80283905512356","1.044980351845415"
"314","true","true","2000","1","18","151.9098100809163","3.272","96.63141393484442","1.093066869282429"
"315","true","true","2000","1","18","149.35469734454566","3.376","86.4910837629997","1.2266387285102018"
"312","true","true","2000","0","21","147.92453013317527","3.144","83.14120607484546","1.1421391892894854"
"316","true","true","2000","2","13","154.39742926919115","3.4","84.66326876179588","1.199062552169847"
"317","true","true","2000","0","15","171.1677006377357","3.064","98.236092076132","1.0884128675650266"
"318","true","true","2000","0","16","158.29514257387956","3.112","89.5240264123103","1.2005085936944127"
"320","true","true","2000","2","15","151.2165842356598","3.16","92.1079646155218","1.078448982954382"
"321","true","true","2000","3","17","153.90164382526135","3.248","91.8311399702154","1.1382788387998075"
"322","true","true","2000","0","22","154.19752689667112","3.304","92.18291933286221","1.1527790761432026"
"319","true","true","2000","2","11","152.18176449211427","3.336","80.03793448268571","1.2511456597244746"
"323","true","true","2000","2","20","154.61526904270136","3.16","84.5001007743786","1.228183103181182"
"324","true","true","2000","2","21","168.53906323432872","3.008","94.25868083457708","1.151189362264595"
"325","true","true","2000","1","22","145.1116419197722","3.2","85.73679145597063","1.1753833861415894"
"327","true","true","2000","5","14","143.0048089978112","3.184","84.09036394702166","1.178004575167885"
"328","true","true","2000","0","18","154.80198947939203","3.152","85.86596913294699","1.1927222415053407"
"329","true","true","2000","1","8","168.16120744945306","3.104","88.59525770480757","1.0816022623012875"
"326","true","true","2000","1","20","137.15926421502093","3.216","73.43880469866016","1.123562892897941"
"330","true","true","2000","1","17","155.63179249075208","3.104","89.96446596364677","1.0890030811909464"
"331","true","true","2000","0","10","152.55421256025946","3.216","85.80727971464498","1.130689095784205"
"332","true","true","2000","1","14","148.4276938761112","3.2","82.85076688785085","1.1049359864428994"
"334","true","true","2000","2","17","160.60719917877202","3.216","88.12238455734135","1.1127880250771136"
"335","true","true","2000","3","23","147.62659713804254","3.104","87.49432358467902","1.132392711479568"
"336","true","true","2000","1","17","164.6813172740621","3.048","92.56448914768544","1.1743989319671657"
"337","true","true","2000","1","21","150.00566099211153","3.256","90.51232970510031","1.1781409356511783"
"338","true","true","2000","1","14","158.71404649540233","2.96","85.21961297668088","1.0858712934153172"
"333","true","true","2000","0","19","151.98713400151706","3.152","89.01437279822629","1.0870246041188925"
"339","true","true","2000","1","13","163.84565551476257","3.192","91.16412580598343","1.1027239001672169"
"340","true","true","2000","4","19","160.76952913633755","3.072","85.88391994764127","1.1098391648736987"
"341","true","true","2000","3","15","152.04454686506546","3.216","85.39208865180994","1.2029682165878215"
"343","true","true","2000","1","13","150.38542750920945","3.104","82.77513084255094","1.1145190040738504"
"344","true","true","2000","0","11","152.06423548986191","3.296","76.3464418196769","1.2224407739367729"
"345","true","true","2000","1","13","152.5193897081575","3.2","82.93373521054124","1.1371775106653534"
"346","true","true","2000","3","22","143.10250041757547","3.096","87.01908742842701","1.1541717592278862"
"342","true","true","2000","0","10","157.76818704618788","3.176","87.08962629350947","1.0646869177987157"
"347","true","true","2000","1","24","145.63961361215596","3.248","89.61551945254791","1.1661628286701167"
"348","true","true","2000","1","18","156.331837965561","3.144","87.831475272699","1.1835824727831674"
"349","true","true","2000","1","13","148.47760488352014","3.296","87.5058731498721","1.1373470151768676"
"351","true","true","2000","1","17","160.9772198202992","3.04","92.85631269247109","1.0558690438454026"
"352","true","true","2000","1","15","156.99039294589878","3.184","86.89350676135022","1.0931256537009444"
"353","true","true","2000","4","19","149.62251638469385","3.048","90.53293645654895","1.1147495981908517"
"350","true","true","2000","2","19","148.72401191103697","3.24","82.13729344104866","1.1364709697393243"
"354","true","true","2000","0","13","145.3569017653359","3.296","83.34407365769653","1.1652533033826502"
"355","true","true","2000","0","12","154.59188415646491","3.344","83.81499793283477","1.1165350878542235"
"356","true","true","2000","0","13","158.06113943182538","3.24","96.24067089907466","1.1222467424786828"
"358","true","true","2000","1","16","161.27796682771344","3.152","97.9297405055187","1.034008070937093"
"359","true","true","2000","2","19","158.98130521331672","3.168","94.31579850300605","1.1493738473463964"
"360","true","true","2000","4","18","141.86558425376842","3.144","86.4004340814657","1.1869707656019055"
"357","true","true","2000","1","11","149.50348774022586","3.128","83.16802804493247","1.1227905568440402"
"361","true","true","2000","3","23","148.77628659645785","3.08","96.2761107553729","1.2030750426440293"
"362","true","true","2000","1","13","154.1544616254754","3.08","86.32750498156469","1.0762123079239105"
"363","true","true","2000","2","18","156.92955462451283","3.176","94.4248274749553","1.1994911906578825"
"365","true","true","2000","1","17","162.83801929889077","3.312","93.09462541699489","1.1850202919652801"
"366","true","true","2000","2","15","155.6685868651814","3.264","88.48535377030103","1.1933147112141043"
"367","true","true","2000","0","19","150.30062714626905","3.056","88.37614839200953","1.0474984544371384"
"364","true","true","2000","0","12","146.71155942316406","3.328","82.6660177284217","1.2075798093641414"
"369","true","true","2000","0","13","150.81538353961986","3.256","84.95860025112437","1.0210947743244079"
"368","true","true","2000","2","12","149.50360225067595","3.168","82.14898410929412","1.1102733119863948"
"370","true","true","2000","3","18","150.44471714633696","3.192","87.16166469316794","1.1525839662240607"
"372","true","true","2000","1","12","152.88545947156638","3.28","81.15902362789994","1.151914767038814"
"373","true","true","2000","2","11","140.23968590252122","3.096","77.3463377374852","1.1680072619018327"
"374","true","true","2000","1","17","151.75501351159164","3.136","83.47645743951063","1.2146627608064562"
"371","true","true","2000","3","13","154.11957792628607","3.056","81.69582519634834","1.1322508414090433"
"375","true","true","2000","1","17","148.89848677814877","3.448","83.78723875796501","1.3852696082532803"
"376","true","true","2000","1","8","156.82823812668533","3.224","85.96072085925118","1.0168381578980135"
"377","true","true","2000","2","16","152.87818146560426","3.184","87.96611237081224","1.1848033744653914"
"379","true","true","2000","5","15","150.4485509795448","3.04","88.6929726186713","1.1712760350151465"
"380","true","true","2000","2","19","168.692588568514","3.168","96.49008113971654","1.1769950165894105"
"381","true","true","2000","2","13","154.00440856399413","3.072","90.99026495886439","1.1663005736569148"
"378","true","true","2000","3","27","140.03868388508687","2.952","81.60924677132918","1.0440575773871865"
"382","true","true","2000","4","14","156.0392322513625","3.128","86.31762082125978","1.188809941203899"
"383","true","true","2000","1","14","156.48315310158966","3.216","87.77545532686482","1.0909190701746325"
"384","true","true","2000","1","13","152.99762391133342","3.064","90.70359971720309","0.9463011908346622"
"386","true","true","2000","1","20","144.5521041710143","3.152","88.58441896822059","1.0532489417670112"
"387","true","true","2000","3","21","161.55310994960874","3.072","95.42289207051414","1.2168561771315831"
"388","true","true","2000","1","24","146.22926314998122","3.176","87.44968741083247","1.2292551700490713"
"385","true","true","2000","1","19","147.92413361490043","3.208","86.7012115900706","1.1250774181304801"
"389","true","true","2000","1","21","159.85120505981448","3.344","95.98300380253589","1.1554237387488009"
"390","true","true","2000","2","11","152.01035695997308","3.136","83.83383632271628","1.1980171033502325"
"391","true","true","2000","3","27","149.67343403625583","3.128","93.78928579184436","1.2672963981021048"
"393","true","true","2000","1","19","153.56458366312785","3.136","95.41243018607554","1.1845321717300268"
"394","true","true","2000","3","21","153.5064153067128","3.24","99.64604026381927","1.1005657544734335"
"392","true","true","2000","0","22","150.7040887791571","3.2","88.59003259984736","1.18897208481692"
"395","true","true","2000","0","16","148.41197453820786","3.176","87.41239624203006","1.0456565355610077"
"396","true","true","2000","2","16","154.54986827500446","3.248","88.7648450997302","1.120499028241059"
"397","true","true","2000","0","21","154.87186973329125","3.352","88.53846618487611","1.1212156340294075"
"399","true","true","2000","1","14","161.8586030758452","3.12","87.45379536098005","1.1828764885433283"
"400","true","true","2000","1","15","159.26512591290188","3.192","92.2806114294957","1.173304125229739"
"401","true","true","2000","2","17","154.64982130732977","3.096","90.0714790049961","1.052241821733779"
"402","true","true","2000","5","12","135.24064486992708","3.072","77.49239856071016","1.0952691257546363"
"398","true","true","2000","0","17","157.5000295344769","3.28","88.52655464574275","1.120097528742734"
"403","true","true","2000","1","21","156.8697075654801","3.24","94.1464940339271","1.2050762778103983"
"404","true","true","2000","4","17","152.85949902812555","3.152","91.19686510350398","1.1859688395372834"
"405","true","true","2000","2","13","169.90257537153593","3.192","92.58836614123177","1.0769285493483798"
"407","true","true","2000","1","17","157.6994846071244","3.096","90.76819716971397","1.0560515990801194"
"408","true","true","2000","3","15","159.8729553658212","2.96","92.26000130786379","1.1078398968026888"
"406","true","true","2000","2","19","157.9227064473221","3.32","98.01123411990751","1.226219579778158"
"409","true","true","2000","1","18","148.26890305809445","3.32","81.15737463825653","1.248935289528531"
"410","true","true","2000","4","23","136.65043560315763","2.976","82.14380914744426","1.0973791340532328"
"411","true","true","2000","2","25","155.090824485141","3.048","91.43640583143558","1.1947408181233108"
"413","true","true","2000","1","13","152.6180802999386","3.208","83.45202203485493","1.110707289402083"
"414","true","true","2000","0","16","153.85230684744946","3.272","85.03506473189971","1.1538376685920113"
"415","true","true","2000","4","17","146.31032909682068","3.272","83.4822801402161","1.1184900895051708"
"416","true","true","2000","3","18","148.58577578744118","3.184","83.2871171866463","1.2346015405204316"
"412","true","true","2000","3","14","154.56114246046343","3.16","90.37225230952261","1.125819647864644"
"417","true","true","2000","1","25","142.86771169345263","3.176","82.66026403579478","1.1305470119303935"
"418","true","true","2000","3","16","138.8358452527345","3.128","83.66674853603364","1.1820341870170696"
"419","true","true","2000","0","13","165.57822333457838","3.072","100.97409986625031","1.098929745864303"
"421","true","true","2000","2","13","154.36035017559092","3.216","90.62951523456192","1.296172927131297"
"422","true","true","2000","4","16","142.7679904530929","3.32","93.59432942151277","1.1553959317204399"
"420","true","true","2000","0","10","159.89906725256085","3.216","85.06760126718918","1.148311139846507"
"423","true","true","2000","2","17","153.45084479409732","3.168","88.3206933653287","1.1632664161833617"
"424","true","true","2000","1","12","148.9928105067486","3.088","83.8866191373229","1.1266469426281387"
"425","true","true","2000","0","12","152.2957525657176","3.112","84.198106231348","1.1028695685077912"
"427","true","true","2000","1","17","156.10877014442715","3.248","94.76979650618797","1.20678137421016"
"428","true","true","2000","1","8","148.309421627106","3.192","81.34957773657517","1.1135961501110572"
